0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 267857
1, 0, Copyright_t, "Copyright"
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 65
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 95
2, 0, Title_t, "Alto Saxophone"
2, 0, Note_on_c, 0, 65, 71
2, 960, Note_off_c, 0, 65, 0
2, 1440, Note_on_c, 0, 77, 66
2, 2400, Note_off_c, 0, 77, 0
2, 2400, Note_on_c, 0, 74, 72
2, 2880, Note_off_c, 0, 74, 0
2, 2880, Note_on_c, 0, 75, 78
2, 3840, Note_off_c, 0, 75, 0
2, 4320, Note_on_c, 0, 70, 67
2, 4800, Note_off_c, 0, 70, 0
2, 4800, Note_on_c, 0, 67, 68
2, 5119, Note_off_c, 0, 67, 0
2, 5119, Note_on_c, 0, 63, 63
2, 5438, Note_off_c, 0, 63, 0
2, 5438, Note_on_c, 0, 60, 69
2, 5760, Note_off_c, 0, 60, 0
2, 5760, Note_on_c, 0, 70, 93
2, 6240, Note_off_c, 0, 70, 0
2, 6240, Note_on_c, 0, 67, 76
2, 6720, Note_off_c, 0, 67, 0
2, 6720, Note_on_c, 0, 73, 90
2, 7200, Note_off_c, 0, 73, 0
2, 7200, Note_on_c, 0, 74, 82
2, 7680, Note_off_c, 0, 74, 0
2, 7680, Note_on_c, 0, 65, 59
2, 8640, Note_off_c, 0, 65, 0
2, 9120, Note_on_c, 0, 74, 69
2, 10080, Note_off_c, 0, 74, 0
2, 10080, Note_on_c, 0, 70, 69
2, 10560, Note_off_c, 0, 70, 0
2, 10560, Note_on_c, 0, 72, 84
2, 11520, Note_off_c, 0, 72, 0
2, 12000, Note_on_c, 0, 65, 65
2, 12480, Note_off_c, 0, 65, 0
2, 12480, Note_on_c, 0, 65, 74
2, 12960, Note_off_c, 0, 65, 0
2, 12960, Note_on_c, 0, 65, 76
2, 13440, Note_off_c, 0, 65, 0
2, 13440, Note_on_c, 0, 72, 91
2, 13920, Note_off_c, 0, 72, 0
2, 13920, Note_on_c, 0, 65, 70
2, 14880, Note_off_c, 0, 65, 0
2, 14880, Note_on_c, 0, 67, 78
2, 15360, Note_off_c, 0, 67, 0
2, 15360, Note_on_c, 0, 68, 80
2, 15840, Note_off_c, 0, 68, 0
2, 15840, Note_on_c, 0, 68, 75
2, 16320, Note_off_c, 0, 68, 0
2, 16320, Note_on_c, 0, 67, 78
2, 16800, Note_off_c, 0, 67, 0
2, 16800, Note_on_c, 0, 66, 72
2, 17280, Note_off_c, 0, 66, 0
2, 17280, Note_on_c, 0, 65, 74
2, 18240, Note_off_c, 0, 65, 0
2, 18720, Note_on_c, 0, 72, 64
2, 19200, Note_off_c, 0, 72, 0
2, 19680, Note_on_c, 0, 70, 71
2, 20160, Note_off_c, 0, 70, 0
2, 20640, Note_on_c, 0, 67, 66
2, 21120, Note_off_c, 0, 67, 0
2, 21120, Note_on_c, 0, 73, 91
2, 21600, Note_off_c, 0, 73, 0
2, 21600, Note_on_c, 0, 74, 84
2, 22080, Note_off_c, 0, 74, 0
2, 22080, Note_on_c, 0, 73, 71
2, 22560, Note_off_c, 0, 73, 0
2, 22560, Note_on_c, 0, 74, 83
2, 23040, Note_off_c, 0, 74, 0
2, 23040, Note_on_c, 0, 65, 58
2, 24000, Note_off_c, 0, 65, 0
