0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 267857
1, 0, Copyright_t, "Copyright  "
1, 30720, Tempo, 267857
1, 30721, End_track
2, 0, Start_track
2, 0, Program_c, 0, 65
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 95
2, 0, Title_t, "Alto Saxophone"
2, 480, Note_on_c, 0, 72, 67
2, 1920, Note_off_c, 0, 72, 0
2, 1920, Note_on_c, 0, 67, 68
2, 2880, Note_off_c, 0, 67, 0
2, 2880, Note_on_c, 0, 69, 80
2, 3840, Note_off_c, 0, 69, 0
2, 3840, Note_on_c, 0, 70, 78
2, 5280, Note_off_c, 0, 70, 0
2, 5280, Note_on_c, 0, 68, 72
2, 6240, Note_off_c, 0, 68, 0
2, 6240, Note_on_c, 0, 63, 70
2, 6720, Note_off_c, 0, 63, 0
2, 6720, Note_on_c, 0, 65, 80
2, 7200, Note_off_c, 0, 65, 0
2, 7200, Note_on_c, 0, 67, 85
2, 9600, Note_off_c, 0, 67, 0
2, 9600, Note_on_c, 0, 67, 73
2, 11040, Note_off_c, 0, 67, 0
2, 11040, Note_on_c, 0, 64, 64
2, 12960, Note_off_c, 0, 64, 0
2, 12960, Note_on_c, 0, 64, 80
2, 13440, Note_off_c, 0, 64, 0
2, 13440, Note_on_c, 0, 65, 75
2, 13920, Note_off_c, 0, 65, 0
2, 13920, Note_on_c, 0, 64, 72
2, 14400, Note_off_c, 0, 64, 0
2, 14400, Note_on_c, 0, 65, 82
2, 14880, Note_off_c, 0, 65, 0
2, 14880, Note_on_c, 0, 67, 82
2, 15360, Note_off_c, 0, 67, 0
2, 15360, Note_on_c, 0, 64, 67
2, 15840, Note_off_c, 0, 64, 0
2, 15840, Note_on_c, 0, 60, 69
2, 16320, Note_off_c, 0, 60, 0
2, 16800, Note_on_c, 0, 60, 65
2, 19200, Note_off_c, 0, 60, 0
2, 20640, Note_on_c, 0, 62, 70
2, 21120, Note_off_c, 0, 62, 0
2, 21600, Note_on_c, 0, 64, 73
2, 22080, Note_off_c, 0, 64, 0
2, 22080, Note_on_c, 0, 65, 81
2, 22560, Note_off_c, 0, 65, 0
2, 22560, Note_on_c, 0, 67, 81
2, 24480, Note_off_c, 0, 67, 0
2, 24480, Note_on_c, 0, 69, 78
2, 25440, Note_off_c, 0, 69, 0
2, 25440, Note_on_c, 0, 64, 63
2, 25920, Note_off_c, 0, 64, 0
2, 25920, Note_on_c, 0, 65, 80
2, 26400, Note_off_c, 0, 65, 0
2, 26400, Note_on_c, 0, 67, 75
2, 29760, Note_off_c, 0, 67, 0
2, 31200, Note_on_c, 0, 72, 68
2, 32640, Note_off_c, 0, 72, 0
2, 32640, Note_on_c, 0, 67, 65
2, 33600, Note_off_c, 0, 67, 0
2, 33600, Note_on_c, 0, 69, 80
2, 34560, Note_off_c, 0, 69, 0
2, 34560, Note_on_c, 0, 70, 83
2, 36000, Note_off_c, 0, 70, 0
2, 36000, Note_on_c, 0, 68, 77
2, 36960, Note_off_c, 0, 68, 0
2, 36960, Note_on_c, 0, 63, 64
2, 37440, Note_off_c, 0, 63, 0
2, 37440, Note_on_c, 0, 65, 75
2, 37920, Note_off_c, 0, 65, 0
2, 37920, Note_on_c, 0, 67, 80
2, 40320, Note_off_c, 0, 67, 0
2, 40320, Note_on_c, 0, 67, 73
